hashtags,urls
"['Palestine', 'FreePalestine', 'PalestineWillBeFree']",[]
['Palestinian'],[]
"['PresidentSnowflake', 'GenZ']",[]
"['DealOfTheCentury', 'FreePalestine', 'Palestinians']",[]
"['Israeli', 'Palestine']",[]
"['Palestinian', 'Palestine', 'DealOfTheCentury', 'Palestinians']",[]
"['NationalLighthouseDay', 'TrumpHoaxedAmerica', 'blackout', 'JobsReport']",[]
"['Palestine', 'FreePalestine', 'savetiktok', 'tiktokdown', 'PalestineMustLive']",[]
['TrumpIsALoser'],[]
"['FelizDomingo', 'BuenasNoches', '28Junio']",[]
"['26Enero', 'FelizDomingo', 'FelizFinDeSemana']",[]
"['GeorgeFloydFuneral', 'BLMprotest', 'racism']",[]
"['COVID19', 'ChinaVirus']",[]
"['NewYork', 'BLACK_LIVES_MATERS', 'PoliceReformNow']",[]
"['FelizJueves', 'BuenasNochesATodos', '3sep']",[]
[],[]
"['VenezuelaLibre', 'GuaidoDebeIrPreso', 'FelizDomingoATodos']",[]
"['BeirutInOurHearts', 'BeirutAttack', 'explosion']",[]
"['23Abril', 'FelizLunes', 'Buenosdias']",[]
"['animales', '19Julio', 'BuenosDías']",[]
"['EscudoBolivariano2020', 'FelizJueves', '13Feb']",[]
"['coronavirus', 'COVID__19', '25Julio']",[]
"['PalestinianLivesMatter', 'IsraeliCrimes', 'israelapartheidnation']",[]
"['DonaldTrump', 'ImVoting4BidenBecause']",[]
"['BidenHarrisLandslide2020', 'HowLowTrumpWillGo', 'campingworld']",[]
[],[]
"['Trump', 'Reagan', 'politicalcorrectness']",[]
"['chile', 'sebastianpiñera', 'ChileDesperto']",[]
['MataNajwa'],[]
['KamalaHarris'],[]
['HariIbu'],[]
"['Iran', 'Russia', 'China', 'sanctions']",['http://thealtworld.com/philip_giraldi/trump-confirms-u-s-is-israels-protector']
['BelaNegara'],[]
"['TrumpHasNoPlan', 'BillClintonIsAPedo', 'LGBTQIbaes', 'WeBackDurbin']",[]
[],[]
"['اربعین', 'شهدا', 'الحسین_یجمعنا', 'Arbaeen2020']",[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['fakepresident', 'gtfoh', 'BunkerBoy']",[]
"['BuenosDías', 'FelizJuevesATodos', '20agosto']",[]
['AbolishSuburbs'],[]
"['GeorgeFloydMurder', 'Minnesota', 'Floyd']",[]
[],[]
[],[]
['WeUsedToHave'],[]
"['COVIDIDIOTS', 'Covid_19', 'coronavirus']",[]
['TrumpIsALoser'],[]
['theblaze'],[]
"['Colombia', 'Venezuela', 'ejerccitovenezolano']",[]
"['TrumpHatesOurVeterans', '1millioninniters', 'MansplainAnything']",[]
"['BlackLivesMatter', 'TrumpRiots', 'TrumpResignNow', 'Trump2020']",[]
"['Arbaeen2020', 'ArbainHusain']",[]
['MaulidNabi2020'],[]
"['EpsteinFiles', 'EidAlAdha', '6MonthsOfWalls']",[]
[],[]
['Exceptionalism'],['http://thealtworld.com/pepe_escobar/julian-assange-prometheus-bound']
['MaulidNabi2020'],[]
"['TrumpIsALaughingStock', 'PortlandKidnappings', 'SaturdayMotivation']",[]
[],[]
"['StopAnnexation', 'tiktokdown', 'Palestine', 'SCOTUS']",[]
"['Arbaeen2020', 'ArbainHusain']",[]
"['Immigrants', 'rasist']",[]
"['ImpeachKavanaugh', 'Kavanaugh']",[]
['Hoshi'],[]
"['impeachment', 'BlackLivesMatter']",[]
['September11'],[]
"['Gilroy', 'GilroyGarlicFestival', 'gilroyshooting']",[]
"['TrumpIsLosing', 'TrumpIsARacist', 'TrumpIsAnIdiot']",[]
"['TwitterFoodBank', 'TheTrumpDepression']",[]
"['chiledespertó', 'Chile', '1agosto']",[]
['4thofJuly'],[]
"['BuenasNochesATodos', 'FelizDomingo', '27Sep']",[]
"['AbolishThePolice', 'JaredIsEvil', 'BlackLivesMatter', 'MLB']",[]
['TrumpIsALiar'],[]
"['Britain', 'US', 'citizens', 'DemConvention', 'JoeBidenKamalaHarris2020', 'BidenHarrisLandslide2020', 'presidentbiden', 'TrumpVirus', 'BlackLivesMatter', 'Maine']",[]
"['BidenHarrisisthecoalitionof', 'BidenHarris2020', 'Harris']",[]
"['Trump', 'TrumpsWar', 'NoWarWithlran']",['https://www.cbc.ca/radio/asithappens/as-it-happens-tuesday-edition-1.5417917/democratic-congressman-says-it-s-time-to-tie-trump-s-hands-when-it-comes-to-iran-1.5417922']
"['HowDareYou', 'ClimateActionSummit']",[]
"['Biden2020', 'BidenRiots']",['https://www.theverge.com/2020/9/1/21409727/biden-harris-animal-crossing-campaign-new-horizons-yard-signs-election']
[],[]
"['Trump2020', 'coronaviruscrisis']",[]
['TrumpDoesntCare'],[]
['Macron'],[]
['TheWorldReopenedAnd'],[]
['BidenHarrisLandslide2020'],[]
['Video'],[]
[],[]
"['TrumpVirus', 'PeopleDead']",[]
"['Noticias', 'Cuba', 'TrumpIsUnwell', 'SancionesCuba']",[]
[],[]
['America'],[]
"['COVID__19', 'COVID19', 'coronavirus']",[]
"['JoeBiden', 'EEUU', '14Abr']",[]
"['ColombiaEnAlertaRoja', 'ColombiaDespierta', 'Bogota']",[]
['صفقة_التطبيع'],[]
"['racism', 'blacklifematters', 'EEUU']",[]
"['EEUU', 'Bernie2020', 'BernieSanders']",[]
"['COVIDー19', 'bolsonarocovid', 'COVID19']",[]
['صفقة_التطبيع'],[]
['صفقة_التطبيع'],[]
['مليونية_سيادة_العراق'],[]
[],[]
['صفقة_التطبيع'],[]
['اهل_البيت_خط_احمر'],[]
"['Brasil', 'bolsonaro', '27Febrero']",[]
['اهل_البيت_خط_احمر'],[]
[],[]
"['عاجل', 'ايران']",[]
[],[]
['BadMedicalAdviceIn5Words'],[]
['TrumpVideo'],[]
"['TuesdayThoughts', 'TuesdayMotivation']",[]
[],[]
[],['https://cle.clinic/2zA3p3w']
[],[]
['BoycottTrump4thOfJuly'],[]
['ObamaCommencement2020'],[]
['BidenHarrisLandslide2020'],[]
[],[]
"['WakeUpAmerica', 'WWGIWGA', 'WWG1GWA']",[]
"['Melania', 'TrumpChaos']",[]
"['thankyoubernie', 'BernieIsOurHope', 'BernieDropOut']",[]
[],['https://www.rawstory.com/2020/05/eric-trump-predicts-covid-19-is-a-conspiracy-against-his-dad-that-will-magically-disappear-in-november/']
"['TrumpTaxReturns', 'RussianCosigners', 'DeutscheBankLoans']",['https://www.independent.co.uk/news/world/americas/us-politics/trump-news-live-tweets-today-tax-returns-deutsche-bank-mexico-wall-storm-dorian-a9081566.html']
"['doublestandard', 'Trump', 'LockHimUp', 'StillWithHer', 'TrumpTaxes', 'LockHimUp', '750dollars', 'DonTheCon']",[]
['بغداد'],[]
['عراقي_ومن_حقي_أسأل'],[]
['طهران'],[]
['مليونية_سيادة_العراق'],[]
['BlackLivesMetter'],[]
[],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
['صفقة_التطبيع'],[]
"['bitcoin', 'freebitcoin']",['http://bc.game/i-1iagfsek-n/']
"['fotodeldia', 'ChileResiste', 'francia', 'protesta', 'chiledesperto']",[]
['frasesdereflexion'],[]
"['CubaSalvaVidas', 'cubanosporelmundo']",[]
['CancelRent'],[]
[],[]
"['palestinelivesmatters', 'acuerdodelsiglo', 'israelapartheidnation']",[]
['U'],[]
"['TrumpIsNotWell', 'TrumpStroke']",[]
['ThingsThatShouldNeverBeBanned'],[]
['DumpTrump'],[]
"['WorldEnviromentDay', 'TrumpProtest']",['https://www.theguardian.com/us-news/2019/jun/05/donald-trump-tells-prince-charles-us-is-clean-on-climate-change#img-1']
"['BuildThatWall', 'CriminalTrump']",[]
"['ImpeachDonaldTrumpNOW', 'Ukraine', 'sharpie']",[]
"['saudia', 'Iran', 'Kashmir']",['https://www.aa.com.tr/en/analysis/opinion-saudis-follow-iran-s-1994-somersault-on-kashmir-at-oic/1730770']
['MattGaetzIsATool'],[]
"['ImpeachThePres', 'ImpeachmentIsComing', 'ImpeachTrump']",[]
"['TrumpIsALooser', 'TrumpPressBriefing', 'CoronavirusPandemic']",[]
"['Palestine', 'HumanRights', 'HumanRightsViolations']",[]
"['HumanRights', 'TheGreatAwakening', 'TrumpOut2020', 'BlackIsKing']",[]
[],[]
"['Palestine', 'FreePalestine']",[]
"['SolomonTeka', 'ViolencesPolicieres']",[]
[],[]
"['makan', 'laper', 'malam', 'cireng', 'sedap', 'ngantuk']",[]
[],[]
[],[]
"['Palestine', 'PalestineWillBeFree']",[]
[],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['Hussain'],[]
"['Palestine', 'PalestineWillBeFree']",[]
['BelaMuhammad'],[]
[],[]
[],[]
['ShameOnAungSanSuuKyi'],[]
['Hussain'],[]
['FailedModernSlavery'],[]
['freepalastine'],[]
['FailedModernSlavery'],[]
"['JANJIMUPALSU', 'LombaNetizen', 'JumatBerkah']",[]
"['KaabaUnitesUs', 'Hajj2020']",[]
['ShameOnAungSanSuuKyi'],[]
"['NoWayToTreatAChild', 'يوم_الجمعة']",[]
"['police', 'Castaner', 'Violencespolicieres']",[]
"['AlienDNA', 'TrumpIsAnIdiot']",[]
"['TrumpIsLosing', 'TrumpIsANationalDisgrace']",[]
[],['https://www.huffpost.com/entry/pence-governors-coronavirus-call_n_5ee83b5cc5b6b735a6483671?ncid=engmodushpmg00000004']
"['BlackLivesMatter', 'PDXprotests', 'PortlandProtests']",[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
[],[]
"['Palestina', 'Lebaransebentarlagi', 'FreePalestine']",[]
"['coronavirus', 'OMS', 'masque', 'soignants', 'COVIDー19', 'masques']",[]
['ShameOnAungSanSuuKyi'],[]
['UAEBetraysPalestine'],[]
[],['https://eitaa.com/dl']
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['العراق_لن_یحترق', 'ایران_والعراق_لایمکن_الفراق']",[]
"['promisesavior', 'LiberalismIsTheRealPandemic']",[]
['RIPROBERTFULLER'],[]
"['Iraqi', 'IraqiRevolution', 'IraqiProtests', 'Iraq']",[]
"['MoscowMitchMcConnell', 'PortlandKidnappings', 'TimsTwitterListeningParty']",[]
['Indian'],[]
[],[]
[],[]
['TrumpsVaccineIsALie'],[]
"['Amerika', 'Israel']",['https://beritadunia.net/berita-dunia/amerika/fasilitas-medis-kurang-as-malah-kirim-1-juta-masker-ke-israel/']
"['BigPapi', 'DavidOrtiz']",[]
"['MoscowMitch', 'WhereIsMitch']",[]
['FreePalestine'],[]
[],[]
"['Release_Bahraini_Prisoners', 'Bahrain', 'COVID19']",[]
['HurricaneHanna'],[]
"['Syrian', 'terrorist', 'Syria', 'SyrianArmy', 'Syrians']",[]
"['PalestinianLivesMatter', 'FreePalestine', 'Palestina']",[]
"['کرونا', 'کوروش', 'ری_استارت']",['http://voiceofrestart.peek.link/hxU']
"['Russian', 'Syria', 'Syrian', 'Syrianarmy']",[]
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
['TrumpCantRideABike'],[]
"['BlackLivesMatter', 'PoliceBrutality', 'DefundThePolice']",['https://go.squidapp.co/n/exCPRul']
"['terrorists', 'Iraq', 'Iraqi']",[]
"['Palestina', 'FreePalestine', 'PalestinaLibre']",[]
"['Palestina', 'FreePalastine', 'PalestinaLibre']",[]
"['US', 'Iraq', 'Syria', 'USA', 'MiddleEast']",[]
"['PortlandStrong', 'SeattleRiots', 'WallAgainstTrump', 'seattleprotests']",[]
"['Iraq', 'iraqprotests', 'Iraqi', 'coronavirus']",[]
[],[]
[],[]
[],[]
"['ViolencesPolicières', 'reformedesretraites', 'GiletsJaunes', 'GreveGenerale']",[]
[],[]
['thursdayvibes'],[]
"['IraqProtests', 'MillionManMarch']",[]
"['TrumpkillsAmericans', 'BidenHarrisLandslide2020']",[]
"['Ramadan', 'mondaythoughts']",[]
['EidAlAdha'],[]
['TrumpChaos'],[]
"['COVID19', 'COVID2019', 'Covid_19']",[]
"['GraciasPuebloHeroico', 'GraciasIran', 'IranyVenezuelaContraBloqueo']",[]
"['vaccino', 'vaccinoCovid', 'COVID']",[]
['ByeKayleigh'],[]
"['DiaDelLibro', 'EEUU', '23Abril']",[]
"['FelizViernes', '13Mar', 'BuenViernes']",[]
"['FelizJueves', '9Abr', 'BuenJueves']",[]
"['Trump2020', 'Trump', 'TrumpCantRideABike']",[]
"['Palestine', 'PalestinaLibre', 'palestinewillbefree', 'Palestinians']",[]
"['Tsunami', 'tsunamiwarning', 'Alaska']",[]
"['FelizViernes', '8may', 'BuenosDiasATodos']",[]
"['BuenasNoches', 'FelizLunes', '22Junio']",[]
"['coronavirus', 'CuarentenaEnUnion', '1Mayo']",[]
"['Venezuela', 'VenezuelaLevantate', 'VzlaEnProtestaActiva']",[]
['realDonaldTrump'],[]
['IWannaSeeSomePandASS'],[]
"['Trump2020', 'coronavirus', 'protest', 'Portland']",[]
[],['https://bracingviews.com/2020/04/08/the-u-s-military-the-founders-and-original-intent/']
"['Protest', 'racism', 'coronavirus']",[]
['BrokeAssPresident'],[]
"['frasesmotivadoras', 'energiapositiva', 'PositiveVibes']",[]
"['BlackLivesMatters', 'MinneapolisPoliceMurderdHim', 'MinneapolisPoliceMurderdHim']",[]
['Covid19'],[]
"['BidenHarris2020', 'VoteTrumpOut', 'VoteBlueToEndThisNightmare']",[]
['protests'],[]
"['Trump', 'TrumpResignNow']",[]
"['PalestinianLivesMatter', 'Palestine', 'PalestinaLibre']",[]
"['TrumpIsACompleteFailure', 'TrumpLiesEverytimeHeSpeaks']",[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
[],[]
['کریم_باقری'],[]
[],[]
[],[]
[],[]
[],[]
['پرسپوليس'],[]
[],[]
[],[]
['LiveLikeAli'],[]
['Arbaeen2019'],[]
"['شاهنشاه_آریامهر', 'جاویدشاه']",[]
[],['https://m.cnnindonesia.com/nasional/20190822193925-20-423903/anies-soal-pkl-rakyat-kecil-melanggar-hukum-karena-kebutuhan']
"['پیمان_نوین', 'پرسپوليس']",[]
['MahasiswaBergerak'],[]
['FailedModernSlavery'],[]
"['harialquds2020', 'Palestine', 'QudsDay', 'PalestineResistance', 'PalestineWillBeFree']",[]
"['Palestina', 'Palestine', 'PalestineWillBeFree']",[]
['FailedModernSlavery'],[]
['MenolakLupaKejahatanISIS'],[]
['HariPahlawan2019'],[]
"['Palestine', 'PalestineWillBeFree']",[]
[],[]
[],[]
[],[]
"['BubarkanCegahCorona', 'RSDaruratCorona', 'KitaDirumahAjaYa', 'BersamaPerjuangkanCinta']",[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['CoalitionofdeceptionandFraud', 'BidenVP', 'BidenHarris2020']",[]
['عراقي_ومن_حقي_أسأل'],[]
"['GoodNews', 'Biden52', 'Biden']",[]
['مليونية_سيادة_العراق'],[]
"['SaveTheDayIn3Words', 'Trump2020', 'Biden2020']",[]
"['العراق', 'البصرة']",[]
['المتظاهرین_مع_الحشد'],[]
"['الحشد_الشعبي', 'العراق']",[]
"['ProtestAgainstExamInCOVID', 'PortlandProtest', 'BlackLivesMatter']",[]
[],[]
"['TrumpIsNotWell', 'TrumpIsANationalDisgrace', 'Trumpdosentcare', 'BidenHarrisLandslide2020']",[]
[],[]
"['الهند_تضطهد_المسلمین', 'MuslimsGenocideInIndiaAndIOK']",[]
"['مليونية_سيادة_العراق', 'ثوره_العشرين_الثانيه_2020']",[]
['DoSomething'],[]
"['BidenHarrisToSaveAmerica', 'Trump', 'Biden']",[]
['مليونية_سيادة_العراق'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
[],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
['Hussain'],[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
['MaulidNabi2020'],[]
"['ArbainHusain', 'Arbaeen2020']",[]
['UAEBetraysPalestine'],[]
"['ArbainHusain', 'Arbaeen2020']",[]
['KaabaUnitesUs'],[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVIDー19', 'Ramadhan']",[]
"['TrumpHatesOurMilitary', 'TrumpIsALoser', 'TrumpHatesVets']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
"['Palestine', 'PalestineWillBeFree']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'Ramadan', 'COVIDー19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
['KaabaUnitesUs'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
['MaulidNabi2020'],[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
['LiveLikeAli'],[]
['LiveLikeAli'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['InternationalJusticeDay', 'HariKeadilanInternational']",[]
['Hussain'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'harialquds2020']",[]
['BelaMuhammad'],[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
"['Palestine', 'PalestineWillBeFree', 'HariAlQuds2020']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance', 'COVID19']",[]
"['Palestine', 'PalestineWillBeFree', 'PalestineResistance']",[]
[],[]
"['PalestineWillBeFree', 'Palestine']",[]
"['PalestineWillBeFree', 'Palestine']",[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
[],[]
['HariIbu'],[]
"['quote', 'HikmahIslami']",[]
"['فیلتر_شکن', 'موقت']",[]
"['PalestineWillBeFree', 'Palestine']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
"['PalestineWillBeFree', 'Palestine']",[]
['TerimaKasihGuru'],[]
['LiveLikeAli'],[]
[],[]
['UAEBetraysPalestine'],[]
[],[]
['UAEBetraysPalestine'],[]
"['صداوسيما', 'اخبار_شبکه_یک', 'مجری_خبری', 'موقت']",[]
[],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
"['PalestineWillBeFree', 'PalestineResistance', 'Palestine']",[]
"['InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['Hussain'],[]
"['jawa', 'InternationalJusticeDay', 'HariKeadilanInternasional']",[]
['BelaMuhammad'],[]
['HikmahIslami'],[]
"['PalestineWillBeFree', 'Palestine', 'HariAlQuds2020']",[]
['Hussain'],[]
"['Palestine', 'PalestineWillBeFree']",[]
[],[]
"['PalestineWillBeFree', 'Palestine']",[]
"['شاهرخ_استخری', 'بازیگرا_مورد_علاقه', 'کیانوریوز']",[]
"['PalestineWillBeFree', 'Palestine']",[]
['MenangkanAlQuds'],[]
"['QudsDay', 'Palestine', 'FlyTheFlag']",[]
['TrumpIsATraitor'],[]
"['reformedesretraites', 'greve28janvier', 'Giletsjaunes', 'PompiersEnColere', 'Macron', 'France', 'VIDEO', 'pompiers']",[]
['Argenteuil'],[]
"['Gabriel', 'ViolencesPolicieres']",[]
"['SaturdayVibes', 'Love']",[]
['ProphetMuhammad'],[]
[],[]
['TedCruz'],[]
['Isreal'],[]
[],[]
"['shutupman', 'Debates2020', 'TrumpMeltdown']",[]
"['TrumpCovid', 'Trump', 'TrumpMeltdown']",[]
"['TrumpDictatorship', 'VoteBlue']",[]
"['Trump', 'TrumpHasBloodOnHisHands']",['https://www.vox.com/platform/amp/2020/2/26/21154253/trump-ebola-tweets-coronavirus?__twitter_impression=true']
"['TrumpPressConference', 'TrumpTheRapist', 'TrumpLiedPeopleDied']",[]
"['Trump', 'Trump2020', 'USA']",[]
"['HumanRights', 'HumanRightsViolations', 'BlackLivesMatter', 'PalestinianLivesMater']",[]
"['HumanRights', 'HumanRightsViolations', 'France']",[]
"['TrumpMeltdown', 'TrumpChaos', 'TrumpHatesVeterans']",[]
"['Israel', 'Palestine', 'HumanRightsViolations']",[]
[],[]
"['الهی_عظم_البلا', 'یا_باب_الحوائج', 'قرار_عاشقی']",[]
[],[]
['كرونا'],[]
[],[]
"['PalestinianLivesMatter', 'FreePalestine', 'Palestina']",[]
"['Palestinian', 'FreePalestine', '16Agosto']",[]
"['Palestina', 'FreePalestine', '5Septiembre']",[]
['RIPJohnLewis'],[]
"['GenZ', 'VoteBlueToSaveAmerica', 'tiktokban']",[]
['TruthMatters'],[]
['IStandWithTuckerCarlson'],[]
[],[]
"['coronavirus', 'BlueWave2020', 'BidenHarris', 'TrumpIsALoser']",[]
['Brokeahontas'],[]
['TrumpIsLosing'],[]
"['TrumpRussia', 'TrumpUkraine', 'ImpeachTheMFTraitor', 'ImpeachmentTaskForce', 'PutinsPuppets']",[]
"['FakePresident', 'ImpeachmentInquiry', 'Whistleblower']",['https://www.baltimoresun.com/opinion/readers-respond/bs-ed-rr-whistleblower-letter-20190930-po6cky4v3zavbaxyx6ytp4jray-story.html']
['TrumpIsACompleteFailure'],[]
"['Manitowoc', 'BidenHarrisLandslide2020', 'Bluewave']",[]
[],[]
['VoteBlueToSaveAmerica'],[]
"['Kristallnacht', 'WeRemember']",[]
"['DemDebate', 'democraticdebates']",[]
"['GeorgeFloyd', 'PoliceBrutality', 'BakeOffArgentina']",[]
['TrumpCheats'],[]
['MorningJoe'],[]
"['France', 'COVID19', 'racism']",[]
"['HillaryEmails', 'HillaryClinton', 'Trump2020LandslideVictory', 'Biden']",[]
[],[]
['makeup'],[]
[],[]
"['Trump2020', 'RestartLeader']",[]
[],[]
"['VoteBiden', 'NBCBlackout', 'TrumpIsALaughingStock']",[]
"['ClimateChange', 'changementclimatique', 'Tiredearth']",[]
"['Tiredearth', 'Environnement', 'pollution']",[]
"['DictatorTrump', 'DoSomething']",[]
[],[]
['apbio'],[]
['RickPerry'],[]
['COVID19'],[]
['TrumpIsALoser'],[]
"['blind', 'Yemen', 'yemenisarehumans']",[]
['TrumpGibberish'],[]
['PandemicIn5Words'],[]
['ImpeachTrumpAgain'],[]
"['BidensCognitiveDecline', 'LoseWithBiden', 'BernieSurge', 'BernieSanders']",['https://thehill.com/homenews/campaign/461208-biden-mistakenly-refers-to-sanders-as-the-president-during-debate']
"['TrumpIsALoser', 'WorstPresidentEver']",[]
"['MichiganPrimary', 'MichiganVotes', 'MissouriPrimary', 'BernieSurge', 'BernieSanders']",[]
[],[]
['MuslimsGenocideInIndiaAndIOK'],[]
['DeSantisResignNow'],[]
"['FelizJuevesATodos', 'BuenasNoches', '10Sept']",[]
"['BuenosDias', 'FelizDomingoATodos', '2Agosto']",[]
['JaredIsEvil'],[]
"['Trump', 'GOPComplicitTraitors', 'Europe', 'TrumpIsACompleteFailure']",[]
"['TrumpIsALoser', 'TrumpIsALoser']",[]
['undergod'],[]
['TrumpsVaccineIsALie'],[]
['Medicare'],[]
[],[]
[],[]
"['Election2020', 'BlackLivesMatter']",[]
"['ImpeachDonaldTrumpNOW', 'veteransforimpeachment']",[]
['ImpeachDonaldTrumpNOW'],[]
"['impeachment', 'ImpeachDonaldTrumpNOW']",[]
['SaveThePostOffice'],[]
"['PresidentSnowflake', 'tiktokban', 'TikTok']",[]
"['ByeIvanka', 'UnwantedIvanka']",[]
"['ImpeachTrumpAgain', 'TrumpIsACriminal']",[]
[],[]
[],[]
['DictatorTrump'],[]
[],[]
"['HumanRights', 'COVID2019']",['https://www.theglobeandmail.com/canada/article-human-rights-dont-have-a-best-before-date-covid-19-lays-bare/']
"['HumanRightsViolations', 'Humanrights', 'HongKongNeedsHelp']",[]
"['TrumpMeltdown', 'Trump', 'TrumpIsALaughingStock']",[]
[],[]
"['racism', 'FvckTheFourth']",[]
[],[]
"['Trump', 'TrumpIsACompleteFailure', 'USA']",[]
"['HumanRights', 'HumanRightsViolations', 'Indonesia']",['https://www.eastasiaforum.org/2020/01/31/how-is-indonesias-human-rights-record-stacking-up/']
"['Trump', 'TrumpIsALaughingStock', 'USA']",[]
"['Palestine', 'HumanRights']",[]
"['HumanRights', 'HumanRightsViolations']",['https://www.sbs.com.au/news/australia-is-considering-adopting-a-new-law-to-target-human-rights-abusers']
[],[]
"['HumanRights', 'Yemen', 'HumanRightsViolations']",[]
"['COVID__19', 'Corona', 'coronavirus']",['https://www.hrw.org/news/2020/04/15/covid-19-restrictions-offer-window-palestinian-experience?fbclid=IwAR37y_wOkWajSKFvp3aoCUeOXj0qa6Aih1YIFAVIg0ljxLNScDluo9xGW8E']
"['TrumpMeltdown', 'TrumpCrimeFamily', 'TrumpTaxes']",[]
"['SaudiArabia', 'Trump', 'USA']",['https://edition.cnn.com/2020/01/16/politics/saudi-arabia-us-troops-payment/index.html']
"['COVID19', 'Palestinewillbefree', 'PalestinaLibre']",[]
"['FelizJueves', '18Junio', 'BuenDia']",[]
"['FelizSábado', 'BuenosDiasATodos', '19Septiembre']",[]
"['BuenasNochesATodos', 'FelizLunes', '21sep']",[]
"['BuenosDias', 'FelizMartes', '5Mayo']",[]
"['TrumpMeltdown', 'Adderall']",[]
"['NuestraFuerzaEsLaPaz', 'EscudoBolivariano2020', 'EnDirectoConElGobernador75']",[]
['YOUREFIRED'],[]
"['LasVegas', 'racism', 'apocalypse2020']",[]
"['palestina', 'palestinalibre', 'palestinianlives']",[]
[],[]
"['JoeBiden', 'Israel', 'PalestinianLivesMatter']",[]
"['BeirutExplosion', 'BeirutInOurHearts', 'Libano']",[]
"['Antifa', 'AntifaTerrorists', 'Antifasetfires']",['https://edition.cnn.com/2020/09/11/tech/qanon-oregon-fire-conspiracy-theory/index.html']
"['streetPreaching', 'TuesdayThoughts', 'BlackLivesMatter']",[]
['RafikHariri'],['http://thealtworld.com/marwa_osman/betraying-palestine-mes-ep-69']
['MaulidNabi2020'],[]
"['venezuela', 'EstadosUnidos', 'sancion', 'NicolasHombreDePaz']",[]
['TheAltWorld'],['http://thealtworld.com/anthony_cartalucci/nations-should-begin-removing-facebook-twitter-and-google-from-their-information-space']
['Russiagate'],['http://thealtworld.com/paul_craig_roberts/has-the-durham-investigation-of-the-russiagate-hoax-been-deep-sixed']
[],[]
['MaulidNabi2020'],[]
"['TrumpMeltdown', 'TrumpIsATraitor', 'ImNoLongerAllowed']",[]
"['Trump', 'president']",[]
"['AllCountriesMatter', 'ProudToBeAnAmerican', 'Trump2020Landslide']",[]
"['TrumpHatesOurVeterans', '1millioninniters', 'MansplainAnything']",[]
"['Iran', 'JCPOA']",['http://thealtworld.com/alan_macleod/us-remains-defiant-promises-new-sanctions-after-un-rejects-anti-iran-measures']
"['ArbainHusain', 'Arbaeen2020']",[]
['BelaNegara'],[]
[],[]
['racism'],['http://thealtworld.com/paul_craig_roberts/ulysses-s-grant-racist']
"['nabimuhammad', 'MaulidNabi2020']",[]
"['ArbainHusain', 'Arbaeen2020']",[]
['BelaNegara'],[]
['Guaido'],[]
"['DerechosHumanos', 'BoliviaLibre', 'bolivianecesitamas']",[]
[],[]
['JusticeForFloyd'],['http://thealtworld.com/gordon_duff/trump-and-netanyahus-race-war-begins-in-minnesota']
"['SpeakingOut', 'usprotests', 'racist']",[]
